template_id,post_text,category,cta_type,link_included,image_upload_recommended,recommended_styles,scheduled_at,status,quality_note
T0237,"혼자 개발하고 디자인하면
작은 디테일 하나에도 집착하게 되더라
결과물 톤도 꽤 오래 손봤어",image_recommended,none,no,yes,datecam-film|ulzzang-cam|idol-photocard,2026-07-11 21:38,draft,
T0238,"나도 원래 밤엔 뭐 잘 안 시작하는데
이건 한 장만 올려보자 했다가
살짝 길어졌어",text_only,none,no,no,,2026-07-12 10:32,draft,
T0239,"직접 만든 서비스에 직접 내 사진 넣어보는 일
의외로 민망하고
예상보다 더 재밌다",image_recommended,none,no,yes,idol-photocard|red-carpet-glam|dreamy-wildflower,2026-07-12 16:41,draft,
T0240,"서비스가 재밌다고 느껴지는 순간은
결과를 보기 전인데 이미 머릿속이 바쁠 때더라

카드 이름의 힘이 의외로 큼
한 번쯤 눌러보면 웃길지도",soft_cta,soft,no,no,,2026-07-12 20:36,draft,
T0241,"밤은 늘 과장된 시간인데
그래서인지 이런 결과도 낮보다 더 멋있어 보여 👀 ㅋㅋ
https://www.styledrop.cloud/",direct_cta,direct,yes,yes,idol-photocard|dreamy-wildflower|red-carpet-glam,2026-07-13 12:21,draft,
T0242,"한 장 올리면 끝나는 타입이라
귀찮은 거 싫어하는 사람도 괜찮을 듯 진짜
나도 귀찮은 거 싫어서 그렇게 만들었음",text_only,none,no,no,,2026-07-13 17:44,draft,
T0243,"요즘 필터형 서비스가 금방 비슷해지는 이유는
가끔 결국 보는 장면이 비슷해서인 것 같았음

그래서 아예 장면 자체를 바꾸는 쪽으로 방향을 틀었다",text_only,none,no,no,,2026-07-13 21:59,draft,
T0244,"이 시간에 서비스 올린 사람의 마음은 단순해
누가 잠들기 전에 한 번쯤 눌러줬으면 좋겠다
나도 그 정도
https://www.styledrop.cloud/",conversation,direct,yes,no,,2026-07-14 10:32,draft,
T0245,"점심시간마다 괜히
뭔가 새 거 눌러보고 싶을 때 있잖아
나도 이건 그 용도로 꽤 괜찮을지도
이런 거 좋아하면 맞을 듯",soft_cta,soft,no,no,,2026-07-14 16:56,draft,
T0246,"퇴근길 버스 창문에 비친 얼굴 보다가
문득 더 재밌는 버전의 나를 보고 싶어서 만든 서비스야
솔직히 그 시작이 좀 단순했어",image_recommended,none,no,yes,dreamy-wildflower|datecam-film|ulzzang-cam,2026-07-14 22:21,draft,
T0247,"내가 보는 나랑
남이 느끼는 분위기가 다를 때 있잖아
그 궁금증 때문에 만든 기능도 있음 👀
왠지 https://www.styledrop.cloud/",direct_cta,direct,yes,no,,2026-07-15 10:03,draft,
T0248,"프로필 사진도
나도 평범한 컷보다 분위기 있는 컷을 고르는 사람이면
요즘 이런 카드형 서비스에 꽤 잘 맞을 가능성이 큼",image_recommended,none,no,yes,ulzzang-cam|idol-photocard|red-carpet-glam,2026-07-15 17:42,draft,
T0249,"혼자 만든 서비스가
누군가의 잠들기 전 3분을 차지한다는 거
의외로 되게 큰 일처럼 느껴진다",text_only,none,no,no,,2026-07-15 21:31,draft,
T0250,"지금 이 시간에 조용히 해보기 좋은 이유
가끔 결과 뜨고 나면 바로 말 안 해도
혼자 한 번 더 보게 되거든 👀
https://www.styledrop.cloud/",direct_cta,direct,yes,yes,skydiving|idol-photocard|dreamy-wildflower,2026-07-16 11:52,draft,
T0251,"서비스를 다 쓰고 나서 기억나는 건
결과 자체보다 누구 반응이었는지도 크더라

그래서 공유 흐름을 꽤 중요하게 봤음?",conversation,none,no,no,,2026-07-16 17:57,draft,
T0252,"지금 이 시간에 보면
한 번쯤 해봐야 할 것 같은 기분이 슬쩍 올라와
딱 그 정도의 FOMO는 있는 편 🌙
https://www.styledrop.cloud/",direct_cta,direct,yes,no,,2026-07-16 20:53,draft,
T0253,"프로필 사진 하나 바꿨을 뿐인데
사람 분위기가 달라 보이는 걸 너무 많이 봐서
결국 직접 만들게 됐어",image_recommended,none,no,yes,ulzzang-cam|idol-photocard|red-carpet-glam,2026-07-17 10:13,draft,
T0254,"카드 선택하는 순간 이미 재미가 시작되면
완성컷 체감도도 같이 올라가더라

이 포인트 좋아하는 사람 꽤 많을 듯
해보면 나름 신기할걸",soft_cta,soft,no,no,,2026-07-17 17:34,draft,
T0255,"오늘 하루 그냥 지나간 것 같았는데
결과물 한 장 건지고 나니까
갑자기 오늘이 조금 특별해진 느낌이었어 🙂
https://www.styledrop.cloud/ 나만 그런가 🌙",direct_cta,direct,yes,yes,skydiving|idol-photocard|dreamy-wildflower,2026-07-17 21:31,draft,
T0256,"“야 이건 너다”
이 말이 자연스럽게 나오는 카드가 의외로 중요했음

설명보다 반응이 먼저 나오니까",soft_cta,none,no,no,,2026-07-18 10:29,draft,
T0257,"가볍게 스크롤하다가도
내 취향 카드 하나 보이면 바로 멈추는 사람 있지

그런 반응을 잘 하는 타입이면 재밌을 가능성이 높음",image_recommended,none,no,yes,datecam-film|ulzzang-cam|idol-photocard,2026-07-18 16:46,draft,
T0258,"혼자 만든 거라 부끄럽기도 한데
그래도 이런 건 직접 말해야 사람들이 알더라
퇴근하면서 한 번만 봐줘도 좋겠어
한 번쯤 눌러보면 웃길지도",soft_cta,soft,no,no,,2026-07-18 21:21,draft,
T0259,"뻔한 필터 하나 더 추가하는 식으로 가면
결국 금방 닫히겠다는 생각이 들었음

그래서 장면마다 아예 성격을 다르게 잡아봤다",text_only,none,no,no,,2026-07-19 10:18,draft,
T0260,"멋있는 카드부터 고르는 편인지
결과가 더 안 그려지는 카드부터 고르는 편인지

나는 이상하게 후자가 더 손이 감
나중에 저장해두고 해봐도 좋아",soft_cta,soft,no,no,,2026-07-19 16:43,draft,
T0261,"그냥 퇴근길엔 자꾸
나도 내가 보는 나랑 남이 보는 내가 얼마나 다른지 궁금해져
그래서 그 기능도 결국 넣었어",text_only,none,no,no,,2026-07-19 20:49,draft,
T0262,"퇴근하면서 퍼스널컬러 결과 보면
내가 왜 자꾸 같은 색만 고르는지
조금은 이해하게 돼?",conversation,none,no,no,,2026-07-20 10:38,draft,
T0263,"“AI 사진 또 하나 나왔네”로 끝나면
아무리 잘 만들어도 오래 못 간다고 봤음

그래서 첫 인상을 다르게 주는 데 시간을 많이 썼다",text_only,none,no,no,,2026-07-20 17:47,draft,
T0264,"가끔 점심시간에 과하게 진지한 건 부담인데 🌙
이건 딱 덜 부담스럽게 궁금해지는 정도로 만들었어",text_only,none,no,no,,2026-07-20 21:01,draft,
T0265,"혼자 만들면서 제일 오래 붙잡았던 건
결과가 너무 인위적으로 안 보이게 하는 거였어
밤에 봐도 덜 튀게",image_recommended,none,no,yes,red-carpet-glam|dreamy-wildflower|datecam-film,2026-07-21 12:22,draft,
T0266,"무난하게 잘 나온 사진은 금방 지나가는데
캐릭터 있는 장면은 꽤 오래 남음

그래서 이번엔 기억나는 쪽으로 조금 더 기울였다",text_only,none,no,no,,2026-07-21 18:16,draft,
T0267,"그냥 내가 보는 너는
질문하기 민망한 걸 조금 덜 민망하게 만든 기능이야
친구 사이에서 특히 재밌더라",text_only,none,no,no,,2026-07-21 21:47,draft,
T0268,"상상부터 시작되는 AI 사진이 꽤 드묾 진짜 😉

이번엔 그 앞단 감정을 꽤 많이 넣어봤음
궁금하면 https://www.styledrop.cloud",direct_cta,direct,yes,yes,red-carpet-glam|maid-cafe-heart|skydiving,2026-07-22 12:32,draft,
T0269,"솔직히 멋진 카드가 끌릴 때도 있지만
결과가 더 안 그려지는 카드가 이상하게 더 세더라

의외성이 있는 쪽이 오래 감",soft_cta,none,no,no,,2026-07-22 17:27,draft,
T0270,"이 시간엔 작은 FOMO가 제일 무섭다
나도 하나쯤은 있어야 할 것 같은 기분
그걸 정확히 건드리는 결과가 뜸 😶
https://www.styledrop.cloud/",direct_cta,direct,yes,yes,skydiving|idol-photocard|dreamy-wildflower,2026-07-22 22:09,draft,
T0271,"요즘 친구랑 같이 넣어보는 카드들은
예상보다 결과보다 반응 보는 재미가 더 큼

같이 웃으면 체감이 확 달라짐
한 번쯤 눌러보면 웃길지도",soft_cta,soft,no,no,,2026-07-23 12:13,draft,
T0272,"프로필용으로 볼지
친구 공유용으로 볼지
그 시선 따라 체감이 꽤 달라질 거야

https://www.styledrop.cloud",before_after_recommended,direct,yes,yes,rainy-crosswalk|red-carpet-glam|cinematic-horseback,2026-07-23 18:07,draft,
T0273,"장면 이름만 보고 나만 그런가
벌써 친구 한 명 떠오르는 카드가 있더라

이런 건 보기 전에 이미 반응이 시작된 느낌임",soft_cta,none,no,no,,2026-07-23 21:27,draft,
T0274,"요즘은 예쁜 사진보다
재밌는 장면이 더 오래 남는다고 느낀다

비슷한 취향이면 이쪽이 맞을 수 있음
https://www.styledrop.cloud",direct_cta,direct,yes,yes,maid-cafe-heart|skydiving|idol-photocard,2026-07-24 11:53,draft,
T0275,"누가 먼저 링크 보내기 전에
솔직히 내가 먼저 보내고 싶은 서비스가 의외로 별로 없음

이번엔 그런 쪽 반응이 나오면 좋겠다 싶어서 만들었음
한 번 구경해봐도 재밌을 듯?",conversation,soft,no,no,,2026-07-24 17:46,draft,
T0276,"무난하게 잘 나오는 쪽이 좋은지
의외성 있는 쪽이 더 좋은지

요즘은 진짜 후자 선호가 커진 것 같음
한 번 구경해봐도 재밌을 듯",before_after_recommended,soft,no,yes,club-flash|rainy-crosswalk|red-carpet-glam,2026-07-24 21:24,draft,
T0277,"낮에는 지나쳤던 컷이
왠지 밤엔 갑자기 제일 마음에 들 때가 있어 은근
분위기가 시간을 타나 봄",text_only,none,no,no,,2026-07-25 11:18,draft,
T0278,"재밌는 서비스는
혼자 보기 아까운 순간이 꼭 생기더라

StyleDrop도 그 감각을 놓치지 않으려고 했다
나중에 저장해두고 해봐도 좋아 ✨",soft_cta,soft,no,no,,2026-07-25 17:23,draft,
T0279,"혼자 감탄하는 결과보다
누군가 떠오르는 결과가 더 강하더라

그래서 보는 순간 친구 생각나는 카드들을 꽤 의식했다
나중에 저장해두고 해봐도 좋아",soft_cta,soft,no,no,,2026-07-25 20:57,draft,
T0280,"퍼컬이든 프로필이든 카드든
그냥 결국 다 내 얼굴로 노는 건데 뭔가
그게 예상보다 덜 가볍고 더 재밌어",image_recommended,none,no,yes,red-carpet-glam|dreamy-wildflower|datecam-film,2026-07-26 11:07,draft,
T0281,"퍼스널컬러 진단 미루는 사람이라
아예 사진으로 먼저 보게 붙여봤어
이런 건 점심시간 3분 체험용으로 딱이더라
해보면 나름 신기할걸",soft_cta,soft,no,no,,2026-07-26 17:31,draft,
T0282,"엄청 대단한 걸 하자는 건 아니고 ㅋㅋ
그냥 내 얼굴이 다른 무드로 바뀌는 걸 보는 재미
그걸 꽤 신경 써서 만들었어",before_after_recommended,none,no,yes,rainy-crosswalk|red-carpet-glam|cinematic-horseback,2026-07-26 20:52,draft,
T0283,"AI 오디션류 콘텐츠를 붙인 이유도
혼자 보기에 끝나지 않게 하려는 게 컸음

결과 리포트가 있으면 확실히 얘기가 생김
한 번쯤 눌러보면 웃길지도",soft_cta,soft,no,no,,2026-07-27 12:21,draft,
T0284,"뻔한 건 싫은데
너무 낯선 것도 부담스러운 사람 있잖아

익숙한 내 얼굴로 살짝 다른 장면 보는 게 딱 맞을 수 있음",image_recommended,none,no,yes,idol-photocard|red-carpet-glam|dreamy-wildflower,2026-07-27 16:49,draft,
T0285,"결과를 보기 전에 설레는 서비스와
보고 나서만 반응하는 서비스는 꽤 다르더라

이번엔 전자에 더 가깝게 만들고 싶었음",text_only,none,no,no,,2026-07-27 21:22,draft,
T0286,"AI 사진 서비스가 너무 결과 중심으로만 느껴졌다면
이번엔 장면 고르는 과정부터 한 번 봐도 됨

https://www.styledrop.cloud",direct_cta,direct,yes,yes,idol-photocard|dreamy-wildflower|red-carpet-glam,2026-07-28 12:32,draft,
T0287,"결과를 다 보여주기 전에
질문을 먼저 던지는 카드가 훨씬 강했음

“내가 여기 있으면?”
이 구조가 잘 먹히더라?",conversation,none,no,no,,2026-07-28 17:44,draft,
T0288,"혼자 만들었지만
이건 혼자만 보기엔 아까운 결과들이 종종 뜸
그래서 친구 생각나게 만들고 싶었어",image_recommended,none,no,yes,ulzzang-cam|idol-photocard|red-carpet-glam,2026-07-28 20:34,draft,
T0289,"다들 요즘 AI 서비스에서
무거운 기능보다 가벼운 재미를 더 찾는 편인지 궁금함

나는 확실히 그쪽으로 체감이 옮겨갔다
해보면 나름 신기할걸",soft_cta,soft,no,no,,2026-07-29 10:59,draft,
T0290,"반응 오기 쉬운 결과를 좋아한다면
이건 친구랑 같이 볼 때 더 재밌을 수 있음

https://www.styledrop.cloud",direct_cta,direct,yes,yes,skydiving|idol-photocard|dreamy-wildflower,2026-07-29 17:43,draft,
T0291,"만들기 전엔
결과 저장이 중요할 줄 알았고

만든 뒤엔
첫 클릭이 훨씬 중요하다는 걸 알게 됐음",text_only,none,no,no,,2026-07-29 21:06,draft,
T0292,"내 얼굴 보고
AI가 분위기를 꽤 그럴싸하게 잡아내는 순간이 있음
그게 좀 신기해 ✨
요즘 https://www.styledrop.cloud/",direct_cta,direct,yes,yes,dreamy-wildflower|red-carpet-glam|maid-cafe-heart,2026-07-30 11:56,draft,
T0293,"전:
무난하게 예쁜 결과

후:
누가 봐도 한마디 나오게 만드는 결과

나는 요즘 후자가 더 좋더라?",conversation,none,no,no,,2026-07-30 16:48,draft,
T0294,"기술 데모처럼 보이는 AI보다
가볍게 손 가는 AI가 더 오래 남더라

그 방향으로 만든 결과가 여기 있음
https://www.styledrop.cloud",before_after_recommended,direct,yes,yes,cinematic-horseback|bronze-statue-bench|club-flash,2026-07-30 21:57,draft,
T0295,"몽골 전사 버전은 밤에 보면 더 좋더라
낮엔 웃겼는데
밤엔 그냥 멋있어 보였어",text_only,none,no,no,,2026-07-31 10:59,draft,
T0296,"이상하게 내 사진은 늘 비슷한데
스타일만 바뀌면 갑자기 새로워 보여
왠지 그 차이가 재밌어서 만들었어
한 번 구경해봐도 재밌을 듯",before_after_recommended,soft,no,yes,club-flash|rainy-crosswalk|red-carpet-glam,2026-07-31 17:37,draft,
T0297,"친구한테 보내기 좋은 결과는
완벽한 컷보다 한마디 붙이기 쉬운 컷이더라

반응하기 편한 결과가 확실히 셈",soft_cta,none,no,no,,2026-07-31 22:11,draft,
T0298,"무난한 결과는 안전하지만
기억에는 잘 안 남는 경우가 많더라

그래서 이번엔 살짝 더 캐릭터 있는 쪽으로 갔음
공감되면 저장해놔도 괜찮음
한 번쯤 눌러보면 웃길지도",soft_cta,soft,no,no,,2026-08-01 11:48,draft,
T0299,"회사 끝나고 집 가는 길에
가끔 거울보다가 문득 든 생각
왠지 나를 다른 시선으로 보는 건 의외로 위로가 되네",text_only,none,no,no,,2026-08-01 16:59,draft,
T0300,"결과물 퀄도 보지만
결국 취향 맞는지부터 따지는 사람이라면
카드 구성이 훨씬 중요하게 느껴질 수 있음
한 번 구경해봐도 재밌을 듯",soft_cta,soft,no,no,,2026-08-01 21:39,draft,
T0301,"내가 만든 서비스라 더 그런지
결과 뜨는 순간마다 아직도 약간 긴장됨
반응이 너무 궁금해서",image_recommended,none,no,yes,dreamy-wildflower|datecam-film|ulzzang-cam,2026-08-02 10:57,draft,
T0302,"이상하게도
살짝 웃긴 결과는 저장은 안 해도 기억은 더 오래 남음

이 포인트 공감하는 사람 꽤 많을 것 같다
한 번 구경해봐도 재밌을 듯",soft_cta,soft,no,no,,2026-08-02 17:08,draft,
T0303,"나도 원래 이런 거 후딱 보고 넘기는데
밤에 뜬 결과는 이상하게 몇 번 더 보게 되더라
가끔 그게 좀 묘했어",image_recommended,none,no,yes,ulzzang-cam|idol-photocard|red-carpet-glam,2026-08-02 22:26,draft,
T0304,"내가 만드는 서비스는
항상 너무 기능적으로만 가는 것 같아서
이번엔 좀 놀 수 있게 만들어봤어",text_only,none,no,no,,2026-08-03 11:08,draft,
T0305,"사진 하나로 끝나게 해둔 건
복잡하면 나부터 안 하니까
진짜 최대한 가볍게 만들었어
한 번 구경해봐도 재밌을 듯",soft_cta,soft,no,no,,2026-08-03 17:06,draft,
T0306,"설명 길게 붙는 순간 재미가 줄어서 😂
카드부터 보고 감 오게 만드는 쪽으로 정리했음

https://www.styledrop.cloud",direct_cta,direct,yes,yes,idol-photocard|dreamy-wildflower|red-carpet-glam,2026-08-03 20:39,draft,
T0307,"혼자 보다가도 나만 그런가
딱 한 명 떠오르면 그 결과는 성공한 거더라

이번엔 그런 장면들을 많이 넣고 싶었음",soft_cta,none,no,no,,2026-08-04 10:42,draft,
T0308,"서부 총잡이든 우주비행사든
밤에 보면 장난보다 무드가 먼저 들어와
그 차이가 재밌더라",image_recommended,none,no,yes,ulzzang-cam|idol-photocard|red-carpet-glam,2026-08-04 17:48,draft,
T0309,"점심에 잠깐 들어왔다가
예상보다 오래 보게 되면
그건 내가 의도한 거 맞음 😶
https://www.styledrop.cloud/",direct_cta,direct,yes,no,,2026-08-04 21:46,draft,
T0310,"AI 서비스에서 기술보다 재미를 먼저 찾는 사람들 있잖아

그런 사람들에겐 결과보다 카드 선택이 더 큰 포인트가 될 수도 있음",image_recommended,none,no,yes,red-carpet-glam|dreamy-wildflower|datecam-film,2026-08-05 11:13,draft,
T0311,"AI 사진 서비스가 빨리 닫히는 이유 중 하나는
다음 행동이 안 생겨서인 것 같음

그래서 다른 카드까지 이어지는 흐름을 계속 보게 됐음
해보면 나름 신기할걸 ..",soft_cta,soft,no,no,,2026-08-05 18:22,draft,
T0312,"내가 직접 디자인한 화면 위에
내 얼굴 결과물이 뜨는 거 보니까
묘하게 기분 이상하더라",image_recommended,none,no,yes,datecam-film|ulzzang-cam|idol-photocard,2026-08-05 21:29,draft,
T0313,"기능 설명 길어지는 순간
재미가 확 떨어지는 타입의 서비스가 있잖아

이건 설명보다 바로 체감되는 쪽이 낫겠다 싶었음",text_only,none,no,no,,2026-08-06 11:17,draft,
T0314,"퇴근길엔 이상하게
오늘 내가 어떤 얼굴로 하루를 살았는지 돌아보게 되더라
그래서 이런 서비스까지 만들게 됐어",image_recommended,none,no,yes,idol-photocard|red-carpet-glam|dreamy-wildflower,2026-08-06 18:13,draft,
T0315,"예전엔 잘 나온 한 장이 목표였고
지금은 다음 카드로 넘어가게 만드는 게 목표임

작아 보여도 체감 차이는 꽤 큼",text_only,none,no,no,,2026-08-06 21:04,draft,
T0316,"결과보다 취향 카드 찾는 재미가 큰 사람이라면
여기서 금방 자기 스타일 고를 수 있을 듯

https://www.styledrop.cloud",direct_cta,direct,yes,yes,idol-photocard|dreamy-wildflower|red-carpet-glam,2026-08-07 12:08,draft,
T0317,"라면머리처럼 살짝 웃긴 장면은
이상하게 더 한번 눌러보게 됨 .. 🥹

결과가 예측 안 되는 맛이 있으니까",soft_cta,none,no,no,,2026-08-07 18:36,draft,
T0318,"서부 총잡이 결과 보고
괜히 내 안에 저런 표정이 있었나 싶더라
이런 발견이 재밌음",image_recommended,none,no,yes,ulzzang-cam|idol-photocard|red-carpet-glam,2026-08-07 21:26,draft,
T0319,"결과물이 예쁘냐보다
나도 보기 전에 궁금하냐가 더 먼저인 순간이 있더라

가끔 이번엔 그 지점을 더 세게 가져갔다",soft_cta,none,no,no,,2026-08-08 12:33,draft,
T0320,"요즘 다들 무드 있는 프로필 사진 하나쯤은 있잖아
밤에 그걸 보면 유독 더 부러워져
그래서 직접 만들어봤어",image_recommended,none,no,yes,red-carpet-glam|dreamy-wildflower|datecam-film,2026-08-08 17:52,draft,
T0321,"지금 필요한 게 거창한 툴이 아니라
짧게 재밌는 거라면 이쪽이 더 맞을 수도 있음

https://www.styledrop.cloud",direct_cta,direct,yes,no,,2026-08-08 21:47,draft,
T0322,"혼자 만든 화면 위로
누군가의 얼굴이 다른 무드로 떠오를 때
그 장면을 상상하면 아직도 조금 떨림",image_recommended,none,no,yes,datecam-film|ulzzang-cam|idol-photocard,2026-08-09 11:04,draft,
T0323,"AI 결과 볼 때
왠지 자연스러움이 중요한지 재미가 중요한지
정말 사람마다 다르더라

왠지 나는 둘 중 하나 고르라면 요즘은 재미 쪽
한 번 구경해봐도 재밌을 듯 은근 🙂",soft_cta,soft,no,no,,2026-08-09 16:36,draft,
T0324,"사진 결과를 저장하는 것보다
친구한테 보여주는 걸 더 좋아하는 사람이라면
반응형 카드에 더 끌릴 수 있음",image_recommended,none,no,yes,idol-photocard|red-carpet-glam|dreamy-wildflower,2026-08-09 20:41,draft,
T0325,"그냥 예쁘게 바꾸는 거 말고
내가 몰랐던 내 인상 보여주는 쪽이 더 재밌더라
그래서 그쪽으로 방향을 잡았어
한 번쯤 눌러보면 웃길지도",soft_cta,soft,no,no,,2026-08-10 10:58,draft,
T0326,"낮에 볼 때랑 다르게
퇴근 후엔 결과가 훨씬 감성적으로 느껴져
요즘 그래서 이 시간대 반응이 제일 궁금함",image_recommended,none,no,yes,dreamy-wildflower|datecam-film|ulzzang-cam,2026-08-10 17:38,draft,
T0327,"다들 AI 사진 서비스에서
가장 오래 기억나는 순간이 뭔지 궁금함 은근

나는 결과보다 고르던 순간이 기억에 더 남더라
이런 거 좋아하면 맞을 듯",soft_cta,soft,no,no,,2026-08-10 21:43,draft,
T0328,"오늘 하루 별로였어도
결과물 한 장이 마음에 들면
괜히 하루 전체가 덜 별로였던 것처럼 느껴짐 🙂
https://www.styledrop.cloud/",direct_cta,direct,yes,yes,red-carpet-glam|maid-cafe-heart|skydiving,2026-08-11 10:44,draft,
T0329,"예상보다 사람들은
“완성도 높네”보다 “재밌네”에 더 빨리 반응하더라

이 차이를 알고 나니까 만드는 기준도 꽤 달라졌음
이런 거 좋아하면 맞을 듯",soft_cta,soft,no,no,,2026-08-11 18:23,draft,
T0330,"프로필 저장용 컷이 더 좋은지
단톡 반응용 컷이 더 좋은지

둘 다 원하는 사람 많을 것 같은데 나는 후자도 꽤 크게 봄
해보면 나름 신기할걸",before_after_recommended,soft,no,yes,bronze-statue-bench|club-flash|rainy-crosswalk,2026-08-11 22:27,draft,
T0331,"방금 밥 먹고 멍때리다가
내가 만든 기능 다시 돌려봤는데
몽골 전사 버전이 제일 웃기게 잘 나왔음 나만 그런가
이런 건 친구한테 바로 보여주게 돼
해보면 나름 신기할걸",soft_cta,soft,no,no,,2026-08-12 11:11,draft,
T0332,"지금 프로필 사진 바꿀까 말까 고민 중이면
한 번쯤 이런 식으로 뽑아보는 것도 괜찮아 ✨
https://www.styledrop.cloud/",direct_cta,direct,yes,yes,dreamy-wildflower|red-carpet-glam|maid-cafe-heart,2026-08-12 17:16,draft,
T0333,"요즘 친구랑 같이 해보는 서비스는
결과물 자체보다 대화가 생기느냐가 더 중요하더라

나는 그쪽을 꽤 크게 봤다
한 번 구경해봐도 재밌을 듯",soft_cta,soft,no,no,,2026-08-12 21:44,draft,
T0334,"나도 오늘 내 얼굴이 별로라고 느껴져도
결과물 속에선 의외로 멋있을 수 있음
그걸 보면 괜히 덜 가라앉아 😶
가끔 https://www.styledrop.cloud/",direct_cta,direct,yes,yes,maid-cafe-heart|skydiving|idol-photocard,2026-08-13 11:51,draft,
T0335,"혼자 볼 땐 몰랐는데
누가 옆에서 같이 보면 갑자기 더 재밌어지는 결과들이 있더라

그래서 공유성도 꽤 크게 봤다
이런 거 좋아하면 맞을 듯?",conversation,soft,no,no,,2026-08-13 16:53,draft,
T0336,"사진 한 장으로
나를 조금 다르게 보게 되는 순간이 있음 👀
그 재미로 계속 손보는 중 ✨
https://www.styledrop.cloud/",direct_cta,direct,yes,yes,idol-photocard|dreamy-wildflower|red-carpet-glam,2026-08-13 21:14,draft,
T0337,"혼자 보기 좋게만 만들면
예상보다 금방 끝나는 경우가 많았음

누가 한 명 떠오르는 순간부터 훨씬 오래 가더라?",conversation,none,no,no,,2026-08-14 11:44,draft,
T0338,"밈도 좋아하지만
프로필 느낌 나는 결과도 챙기고 싶은 사람

의외로 이런 중간 취향이 가장 오래 머무르더라",image_recommended,none,no,yes,ulzzang-cam|idol-photocard|red-carpet-glam,2026-08-14 17:52,draft,
T0339,"사람들이 좋아하는 건
언제나 고퀄 결과물일 줄 알았는데

나도 의외로 “이거 좀 궁금한데”가 훨씬 강하게 먹히더라?",conversation,none,no,no,,2026-08-14 20:43,draft,
T0340,"사진 보정앱 느낌보다는
내 얼굴로 장면 체험하는 쪽에 더 가까움

그 결 좋아하면 https://www.styledrop.cloud ✨",direct_cta,direct,yes,yes,skydiving|idol-photocard|dreamy-wildflower,2026-08-15 10:41,draft,
T0341,"막 엄청 진지한 건 아닌데
그래서 더 눌러보게 되는 기능들 있잖아
이건 좀 그런 쪽으로 만들어봤어
한 번쯤 눌러보면 웃길지도",soft_cta,soft,no,no,,2026-08-15 17:54,draft,
T0342,"앱을 오래 쓰는 기준이
완성도보다 취향 맞음에 가까운 사람들 있지

나도 그런 타입이면 장면 고르는 재미를 크게 느낄 듯",image_recommended,none,no,yes,datecam-film|ulzzang-cam|idol-photocard,2026-08-15 21:22,draft,
T0343,"퇴근길은 묘하게 공유 욕구가 생겨
친구 한 명 떠오르면 그걸로 된 것 같아
가끔 이거 네가 하면 재밌겠다 싶은 서비스
나중에 저장해두고 해봐도 좋아",soft_cta,soft,no,no,,2026-08-16 12:06,draft,
T0344,"한 번쯤은
그냥 내 얼굴이 저 장면 안에 있으면 어떨지 궁금해질 거임

그럴 때 보기 좋은 쪽
https://www.styledrop.cloud",direct_cta,direct,yes,yes,maid-cafe-heart|skydiving|idol-photocard,2026-08-16 17:43,draft,
T0345,"사진 보정 서비스 같아 보여도
실제로는 내 분위기를 해석하는 재미가 더 커
그래서 더 오래 남는 듯
한 번쯤 눌러보면 웃길지도",soft_cta,soft,no,no,,2026-08-16 21:54,draft,
T0346,"솔직히 예전엔 결과 저장이 끝이었는데
이제는 다른 카드까지 보게 되면 성공이라고 느낌

사용 흐름이 완전히 달라졌음",before_after_recommended,none,no,yes,club-flash|rainy-crosswalk|red-carpet-glam,2026-08-17 11:42,draft,
T0347,"그냥 퇴근하고 나면 이상하게
재미보다 감정이 먼저 들어오잖아
그래서 이 시간대 글은 조금 다르게 쓰게 된다
https://www.styledrop.cloud/",direct_cta,direct,yes,no,,2026-08-17 16:39,draft,
T0348,"잠들기 전에 별생각 없이 보다가
솔직히 갑자기 내 셀카첩 정리하게 되는 서비스
이런 건 좀 위험하지",text_only,none,no,no,,2026-08-17 21:28,draft,
T0349,"밤에는 왜 이렇게
다들 나보다 앞서 있는 것처럼 느껴질까
그럴 때 나도 하나 만들어두면 좀 덜 그렇더라?",conversation,none,no,no,,2026-08-18 10:22,draft,
T0350,"퍼컬 결과 보고 있다가
갑자기 내일 입을 옷까지 고민하게 되는 사람
나만 그런 거 아니겠지",image_recommended,none,no,yes,red-carpet-glam|dreamy-wildflower|datecam-film,2026-08-18 17:34,draft,
T0351,"좋은 기능이 있어도
첫 반응이 밋밋하면 체감이 약하더라

이번엔 보는 순간 감이 오게 하려고 꽤 많이 덜어냈음
한 번 구경해봐도 재밌을 듯",soft_cta,soft,no,no,,2026-08-18 21:11,draft,
T0352,"무거운 작업툴보다 은근 😉
짧게 들어와서 놀 수 있는 서비스를 더 좋아하는 사람이라면
가끔 StyleDrop 같은 결이 잘 맞을 수도 있음",image_recommended,none,no,yes,datecam-film|ulzzang-cam|idol-photocard,2026-08-19 10:29,draft,
T0353,"광고처럼 세게 말하긴 싫고
그냥 의외로 오래 보게 된다는 말은 할 수 있겠다

심심할 때 보면 감 올 거야
https://www.styledrop.cloud",direct_cta,direct,yes,no,,2026-08-19 18:13,draft,
T0354,"프로필 감성도 챙기고 싶고
가볍게 웃긴 것도 좋아하는 사람은
의외로 취향 범위가 넓어서 더 재밌게 놀더라",image_recommended,none,no,yes,idol-photocard|red-carpet-glam|dreamy-wildflower,2026-08-19 21:54,draft,
